paper_name,chunk
Research paper-3.pdf,"a hidden stateht , and three types of gates. Index t refers to the time step. At each step t , the LTSM combines input xt with the previous hidden state ht−1 , calculates the activations of all gates, and updates the memory units and hidden states accordingly. The computations of LSTM networks are described as follows: where W denotes the weight of the inputs, and ωf and ωi represent the weights of the out- puts and biases, respectively. The subscript f , i, and O refer to the forget, input, and out- put gate vectors, respectively. b indicates biases and ◦ is an element-wise multiplication. (9)z = 1 N ∑ (i,j)∈S xij i, j = 1, 2, ...,p (10) ft = σ(Wf xt + ω f ht−1 + bf ) it = σ(Wixt + ω iht−1 + bi) Ot = σ(Woxt + ω oht−1 + bo) Ct = ft ◦Ct−1 + it ◦σc(Wcxt + ω cht−1 + bc) ht = Ot ◦tanh(Ct ) Fig. 7 Structure of LSTMPage 12 of 35Gao et al. Financial Innovation (2024) 10:86 Wavelet neural networks Wavelet neural networks (Zhang and Benveniste 1992) use the wavelet function as the acti- vation function, thus combining the advantages of both the wavelet transform and neural networks. The structure of wavelet neural networks is based on backpropagation neural networks, and the transfer function of the hidden layer neuron is the mother wavelet func- tion. For input features x = (x1, ..., xn) , the output of the hidden layer can be expressed as follows: where h(j) is the output value for neuron j , hj is the mother wavelet function, ωij is the weight between the input and hidden layers, bj is the shift factor, and aj is the stretch fac- tor for hj. Support vector machine and"
Research paper-3.pdf,"layer can be expressed as follows: where h(j) is the output value for neuron j , hj is the mother wavelet function, ωij is the weight between the input and hidden layers, bj is the shift factor, and aj is the stretch fac- tor for hj. Support vector machine and kernels Support vector machines (SVM) are flexible classification methods (Cortes and Vapnik 1995). Let us consider a binary classification problem, where we have an N observation Xi , each with k features, and a binary label yi ∈ {−1, 1} . Subsequently, a hyperplane x ∈ R s. t. w⊤Xi + b = 0 is defined, which can be considered a binary classifier sgn(w⊤Xi + b) . The goal of SVM is to find a hyperplane such that the observations can be separated into two classes: + 1 and − 1. From the hyperplane space, SVM selects the option that maximizes the distance from the closest sample. In an SVM, there is typically a small set of samples with the same maximal distance, which are referred to as “support vectors. ” The above-mentioned process can be written as the following optimization model: To solve the above optimization model, we rewrite it in terms of Lagrangian multipliers as follows: where αi is the Lagrangian multiplier of the original restriction and Yi(ω ⊤Xi + b) ≥ 1 . The model above is equivalent to (11)h(j) = hj [ ∑n i=1 ω ij xi − bj aj ] , j = 1, 2, ...,m (12)min ω,b 1 2 ∥ω∥2 (13)s.t. Yi(ω ⊤Xi + b) ≥ 1, for all i = 1, ..., N (14)min α ,ω ,b { 1 2 �ω �2 − N∑ i=1 αi(Yi(ω⊤ Xi + b) − 1) } s.t. αi ≥ 0 (15) max α � N� i=1 αi"
Research paper-3.pdf,"...,m (12)min ω,b 1 2 ∥ω∥2 (13)s.t. Yi(ω ⊤Xi + b) ≥ 1, for all i = 1, ..., N (14)min α ,ω ,b { 1 2 �ω �2 − N∑ i=1 αi(Yi(ω⊤ Xi + b) − 1) } s.t. αi ≥ 0 (15) max α � N� i=1 αi − 1 2 N� i=1 N� j=1 αiαj YiYj X⊤ i Xj � s.t.    αi ≥ 0 N� i=1 αiYi = 0Page 13 of 35 Gao et al. Financial Innovation (2024) 10:86 We can obtain the Lagrangian multiplier α = (α1, ..., α N ) from Model (15), and then ˆb can be solved from ∑N i=1 ˆαi(Yi(ω⊤ Xi + b) − 1) = 0 . Furthermore, we can obtain the classifier: Traditional SVM assumes linearly separable training samples. However, SVM can also deal with non-linear cases by mapping the original covariates to a new feature space using the function φ( Xi) and then finding the optimal hyperplane in this transformed feature space; that is, f (xi) = ω ⊤φ(xi) + b . Thus, the optimization problem in the trans- formed feature space can be formulated as where K (Xi, Xj ) = φ( Xi)⊤φ( Xj ) . The kernel function K (•) can be linear, polynomial, or sigmoid. Once the kernel function is determined, we can solve for the value of the Lagrangian multiplier α . Then ˆb can be solved from ∑N i=1 ˆαi(Yi(ω⊤ Xi + b) − 1) = 0 , which allows us to derive the classifier: Bayesian classifier A Bayesian network is a graphical model that represents the probabilistic relationships among a set of features (Friedman et al. 1997). The Bayesian network structure S is a directed acyclic graph. Formally, a Bayesian network is a pair B = �G, /Theta1� , where"
Research paper-3.pdf,"to derive the classifier: Bayesian classifier A Bayesian network is a graphical model that represents the probabilistic relationships among a set of features (Friedman et al. 1997). The Bayesian network structure S is a directed acyclic graph. Formally, a Bayesian network is a pair B = �G, /Theta1� , where G is a directed acyclic graph whose nodes represent the random variable (X1, ..., Xn) , whose edges represent the dependencies between variables, and /Theta1 is the set of parameters that quantify the graph. Assuming that there are q labels; that is, Y ={ c1, ..., cq } , /afii9838ij is the loss caused by mis - classifying the sample with the true label cj as ci , and X represents the sample space. Then, based on the posterior probability P(ci|x) , we can calculate the expected loss of classifying sample x into the label ci as follows: Therefore, the aim of the Bayesian classifier is to find a criterion h :X → Y that mini- mizes the total risk Obviously, for each sample x , when h can minimize the conditional risk R(h(x)|x) , the total risk R(h) will also be minimized. This leads to the concept of Bayes decision rules: (16)f (x) = sgn( ∑ Yi ˆα iX⊤ i x + ˆb) (17) max α � N� i=1 α i − 1 2 N� i=1 N� j=1 α iα j YiYj K (Xi, Xj ) � s.t.    C ≥ α i ≥ 0 N� i=1 α iYi = 0 (18)f (x) = sgn( ∑ Yiα iK (Xi, x) + b) (19)R(ci|x) = N∑ j= 1 /afii9838ij P(cj |x) (20)R(h) = Ex [R(h(x)|x)]Page 14 of 35Gao et al. Financial Innovation (2024) 10:86 to minimize the total risk, we need to classify each sample into the label"
Research paper-3.pdf,"α iYi = 0 (18)f (x) = sgn( ∑ Yiα iK (Xi, x) + b) (19)R(ci|x) = N∑ j= 1 /afii9838ij P(cj |x) (20)R(h) = Ex [R(h(x)|x)]Page 14 of 35Gao et al. Financial Innovation (2024) 10:86 to minimize the total risk, we need to classify each sample into the label that minimizes the conditional risk R(h(x)|x) , namely We then used h∗ as the Bayes-optimal classifier and R(h∗) as the Bayes risk. K‑nearest neighbor The K-nearest neighbor (KNN) algorithm is a lazy-learning algorithm because it defers to the induction process until classification is required (Wettschereck et al. 1997). The lazy-learning algorithm requires less computation time during the training process com- pared to eager-learning algorithms such as decision trees, neural networks, and Bayes networks. However, it may require additional time during the classification phase. The kNN algorithm is based on the assumption that instances close to each other in a feature space are likely to have similar properties. If instances with the same classifica - tion label are found nearby, an unlabeled instance can be assigned the same class label as its nearest neighbors. kNN locates the k-nearest instances to the unlabeled instance and determines its label by observing the most frequent class label among these neighbors. The choice of k significantly affects the performance of the kNN algorithm. Let us dis - cuss the performance of kNN during k = 1 . Given sample x and its nearest sample z , the probability of error can be expressed as follows: Suppose the samples are independent and identically distributed. For any x and any positive number δ , there always exists at least one sample z within a distance of δ from x . Let c∗ (x) arg min c∈Y P(c|x) be the outcome the Bayes optimal classifier. Then we have:"
Research paper-3.pdf,"Suppose the samples are independent and identically distributed. For any x and any positive number δ , there always exists at least one sample z within a distance of δ from x . Let c∗ (x) arg min c∈Y P(c|x) be the outcome the Bayes optimal classifier. Then we have: According to (23), despite the simplicity of kNN, the generalization error is no more than twice that of the Bayes-optimal classifier. Unsupervised learning In unsupervised learning, researchers can only access observations without any labeled information, and their primary interest lies in partitioning a sample into subsamples or clusters. Unsupervised learning methods are particularly useful in descriptive tasks because they aim to find relationships in a data structure without measuring the out - comes. Several approaches commonly used in business and finance research fall under (21)h∗(x) = arg min c∈Y R(c|x) (22)P(err) = 1 − ∑ c∈Y P(c|x)P(c|z) (23) P(err = 1 − ∑ c∈Y P(c|x)P(c|z) ≈ 1 − ∑ c∈Y P2(c|x) ≤ 1 − ∑ c∈Y P2(c∗|x) ≤ 2(1 − ∑ c∈Y P2(c∗|x))Page 15 of 35 Gao et al. Financial Innovation (2024) 10:86 the umbrella of unsupervised learning, including k-means clustering and reinforce - ment learning. Accordingly, unsupervised learning can be used in qualitative business and finance. For example, it can be particularly beneficial during stakeholder analysis, when stakeholders must be mapped and classified by considering certain predefined attributes. It can also be useful for customer management. A company can employ an unsupervised ML method to cluster guests, which influences its marketing strategy for specific groups and leads to a competitive advantage. This section introduces unsuper - vised learning technologies that are widely used in business and finance. K‑means clustering The K-means algorithm aims to find K points in the sample space and classify the sam - ples that are"
Research paper-3.pdf,"its marketing strategy for specific groups and leads to a competitive advantage. This section introduces unsuper - vised learning technologies that are widely used in business and finance. K‑means clustering The K-means algorithm aims to find K points in the sample space and classify the sam - ples that are closest to these points. Using an iterative method, the values of each cluster center are updated step-by-step to achieve the best clustering results. When partitioning the feature space into K clusters, the k-means algorithm selects centroids and assigns observations to clusters based on their proximity to them. b1, ..., bk . The algorithm pro- ceeds as follows. First, we begin with the K centroids b1, ..., bk , which are initially scat - tered throughout the feature space. Next, in accordance with the chosen centroids, each observation is assigned to clusters that minimize the distance between the observation and the centroid of the cluster: Next, we update the centroid by computing the average of Xi across each cluster: where I(•) is the indicative function. When choosing the number of clusters, K, we must exercise caution because no cross-validation method is available to compare the values. Reinforcement learning Reinforcement learning (RL) draws inspiration from the trial-and-error procedure con - ducted by Thorndike in his 1898 study of cat behavior. Originating from animal learning, RL aims to mimic human behavior by making decisions that maximize profits through interactions with the environment. Mnih et al. (2015) proposed deep RL by employing a deep Q-network to create an agent that outperformed a professional player in a game and further advanced the field of RL. In deep RL, the learning algorithm plays an essential role in improving efficiency. These algorithms can be categorized into three types: value-based, policy-based, and model-based RL, as illustrated in Fig."
Research paper-3.pdf,"Q-network to create an agent that outperformed a professional player in a game and further advanced the field of RL. In deep RL, the learning algorithm plays an essential role in improving efficiency. These algorithms can be categorized into three types: value-based, policy-based, and model-based RL, as illustrated in Fig. 8. RL consists of four components—agent, state, action and reward—with the agent as its core. When an action leads to a profitable state, it receives a reward, otherwise, it is discouraged. In RL, an agent is defined as any decision-maker, while everything else is considered the environment. The interactions between the environments and the agents are described by state s , action a , and reward r . At time step t , the environment is in (24)Ci = arg min c∈{1,2,...,k} Xi − bc 2 (25)bc = ∑ i:Ci =c Xi / k∑ i=1 I(Ci = c)Page 16 of 35Gao et al. Financial Innovation (2024) 10:86 state st , and the agent takes action at . Consequently, the environment transitions to state st+1 and rewards agent rt+1. The agent’s decision is formalized by a policy π , which maps state s to action a . This is deterministic when the probability of choosing action a in state s equals one (i.e., π( a|s) = p(a|s) = 1 ). In contrast, it is stochastic when p(a|s)<1 is used. Policy π can be defined as the probability distribution of all actions selected from a certain s , as follows: where � π represents all possible actions of π. In each step, the agent receives an immediate reward rt+1 until it reaches the final state sT . However, the immediate reward does not ensure a long-term profit. T o address this, a generalized return value is used at time step t ,"
Research paper-3.pdf,"π represents all possible actions of π. In each step, the agent receives an immediate reward rt+1 until it reaches the final state sT . However, the immediate reward does not ensure a long-term profit. T o address this, a generalized return value is used at time step t , defined as Rt: where 0 ≤ γ ≤ 1 . The agents become more farsighted when γ approaches 1, and more shortsighted when it approaches 0. The next step is to define a score function V to estimate the goodness of the state: Then, we determine the goodness of a state-action pair (s, a): (26) π = �(s) = { p(ai|s) ⏐⏐⏐⏐⏐∀ai ∈ � π ∧ ∑ i p(ai|s)= 1 } (27)Rt = rt+1 + γ rt+2 + γ 2rt+3 + ... + γ T −t−1rT (28)Vπ (s) = E[Rt |st = s, π ] (29)Qπ (s, a) = E[Rt |st = s, at = a, π ] Deep RL -eulaV based RL -Ql earning Fitted Q-learning Deep Q-networks Double DQN Dueling network Distributional DQN Multi-step learning Combination of all DQN Model-based RL Pure model-based ethods Integrating model-free and model-based methods -yciloP based RL Stochastic Policy Gradient Deterministic Policy Gradient Actor-critic Methods Natural Policy Gradients Turst Region Optimization Combining policy gradient and Q-learning Fig. 8 Learning algorithm‑based reinforcement learningPage 17 of 35 Gao et al. Financial Innovation (2024) 10:86 Finally, we access the goodness between two policies: Finally, we can expand Vπ (s) and Qπ (s, a) through Rt to represent the relationship between s and st+1 as and where Ws→s ′|a = E[rt+1 |st = s, at = a, st+1 = s′] . By solving (31) and (32), we obtain V and S , respectively. Restricted Boltzmann machines As Fig. 9 shows, a restricted Boltzmann machine (RBM) can be"
Research paper-3.pdf,"represent the relationship between s and st+1 as and where Ws→s ′|a = E[rt+1 |st = s, at = a, st+1 = s′] . By solving (31) and (32), we obtain V and S , respectively. Restricted Boltzmann machines As Fig. 9 shows, a restricted Boltzmann machine (RBM) can be considered an undi - rected neural network with two layers, called the “hidden” and “visible” layers. Hidden layers are used to detect the features, whereas visible layers are used to train the input data. Given the n visible layers v and m hidden layers h , the energy function is given by where αij is the weight between the unit i j , and ai and bj are the biases for v and h , respectively. Applications of machine learning techniques in business and finance This section considers the application fields in the following categories: marketing, stock market, e-commerce, cryptocurrency, finance, accounting, credit risk management, and energy economy. This study reviews the application status of ML in these fields. Marketing ML is an innovative technology that can potentially improve forecasting models and assist in management decision-making. ML applications can be highly beneficial in the marketing domain because they rely heavily on building accurate predictive models from databases. Compared to the traditional statistical approach for forecasting consumer (30)π ≤ π ′ ⇔[ Vπ (s) ≤ Vπ ′(s),∀s]∨[ Qπ (s, a) ≤ Qπ ′(s, a),∀(s, a)] (31)Vπ (s) = ∑ a π( s, a) ∑ s′ p(s′|s, a)(Ws→s ′|a+ γ Vπ (s′)) (32)Qπ (s, a) = ∑ s′ p(s′|s, a)(Ws→s ′|a+ γ ∑ a′ π( s′, a′)Qπ (s′, a′)) (33)E(v, h) =− n∑ i=1 aivi − m∑ j=1 bihj − n∑ i=1 m∑ j=1 α ij vihj h1h0 h2 v1 v3v2v0 Fig. 9 Structure of RBMPage 18 of 35Gao et al. Financial"
Research paper-3.pdf,"(32)Qπ (s, a) = ∑ s′ p(s′|s, a)(Ws→s ′|a+ γ ∑ a′ π( s′, a′)Qπ (s′, a′)) (33)E(v, h) =− n∑ i=1 aivi − m∑ j=1 bihj − n∑ i=1 m∑ j=1 α ij vihj h1h0 h2 v1 v3v2v0 Fig. 9 Structure of RBMPage 18 of 35Gao et al. Financial Innovation (2024) 10:86 behavior, researchers have recently applied ML technology, which offers several distinc - tive advantages for data mining with large, noisy databases (Sirignano and Cont 2019). An early example of ML in marketing can be found in the work of Zahavi and Levin (1997), who used neural networks (NNs) to model consumer responses to direct mar - keting. Compared with the statistical approach, simple forms of NNs are free from the assumptions of normality or complete data, making them particularly robust in handling noisy data. Recently, as shown in Table 3, ML techniques have been predominantly used to study customer behaviors and demands. These applications enable marketers to gain valuable insights and make data-driven decisions to optimize marketing strategies. Table 3 Machine learning techniques in marketing References Research issues Data source Machine learning techniques Journal Cui et al. (2006) Customer Behavior Marketing data set Bayesian Networks Management Science Dingli et al. (2017) Customer Behavior A supermarket RBM, CNN International Journal of Machine Learning and Computing Cui et al. (2021) Customer Demand Synthetic data SVM, Random Forest Zhang et al. (2020a, b) Customer Demand GPS sensor data Bayesian Networks Information Systems Research Timoshenko and Hauser (2019) Customer Demand Customer generated data CNN Marketing Science Ladyzynski et al. (2019) Customer Demand Time series data of customers Random Forest, DNN Expert Systems with Applications Ferreira et al. (2016) Customer Demand Sales transaction data Regression Tree Manufacturing & Service Operations Management Yoganarasim‑ han(2020) Customer Demand Search activity data from Kaggle Gradient Boosted"
Research paper-3.pdf,"generated data CNN Marketing Science Ladyzynski et al. (2019) Customer Demand Time series data of customers Random Forest, DNN Expert Systems with Applications Ferreira et al. (2016) Customer Demand Sales transaction data Regression Tree Manufacturing & Service Operations Management Yoganarasim‑ han(2020) Customer Demand Search activity data from Kaggle Gradient Boosted Decision Trees Management Science Padilla and Ascarza (2021) Customer Relation‑ ship Transactional data of customers Bayesian Networks Journal of Marketing Research Lima et al. (2021) Customer Demand ERP system Linear regression, DNN, SVM, Regres‑ sion Trees, kNN INFORMS Journal on Applied Analytics Boughanmi and Ansari (2021) Customer Demand Cross section data of product and user generated informa‑ tion Bayesian Networks Journal of Marketing Research Paolanti et al. (2019) Production Promo‑ tion Visual and textual retail dataset CNN Robotics and Autono‑ mous Systems Pfeiffer et al.(2020) Customer Behavior Field experiment data SVM, Random Forest Information Systems Research Agarwal (2022) Sentiment Analysis Social media appli‑ cations RNN, CNN Global Business Review Zhu et al. (2021) Customer Demand Historical sales data RNN Production and Operation Manage‑ ment Melancon et al. (2021) Customer Demand Supply chain data Extreme Gradient Boosting INFORMS Journal on Applied Analytics Rafieian and Yoga‑ narasimhan (2021) Targeting Mobile in‑app advertising network Extreme Gradient Boosting Marketing Science Simester et al. (2020) Targeting A large retailer LASSO, kNN, Kernel Regression, SVM, Management SciencePage 19 of 35 Gao et al. Financial Innovation (2024) 10:86 Consumer behavior refers to the actions taken by consumers to request, use, and dispose of consumer goods, as well as the decision-making process that precedes and determines these actions. In the context of direct marketing, Cui et al. (2006) pro - posed Bayesian networks that learn by evolutionary programming to model consumer responses to direct marketing using a large direct marketing dataset. In the supply chain domain, Melancon et"
Research paper-3.pdf,"as the decision-making process that precedes and determines these actions. In the context of direct marketing, Cui et al. (2006) pro - posed Bayesian networks that learn by evolutionary programming to model consumer responses to direct marketing using a large direct marketing dataset. In the supply chain domain, Melancon et al. (2021) used gradient-boosted decision trees to predict service- level failures in advance and provide timely alerts to planners for proactive actions. Regarding unsupervised learning in consumer behavior analysis, Dingli et al. (2017) implemented a CNN and an RBM to predict customer churn. However, they found that their performance was comparable to that of supervised learning when introducing added complexity in specific operations and settings. Overall, ML techniques have dem - onstrated their potential for understanding and predicting consumer behavior, thereby enabling businesses to make informed decisions and optimize their marketing strate - gies (Machado and Karray 2022; Mao and Chao 2021). Predicting consumer demand plays a critical role in helping enterprises efficiently arrange production and generate profits. Timoshenko and Hauser (2019) used a CNN to facilitate qualitative analysis by selecting the content for an efficient review. Zhang et al. (2020a, b) used a Bayesian learning model with a rich dataset to analyze the decision- making behavior of taxi drivers in a large Asian city to understand the key factors that drive the supply side of urban mobility markets. Ferreira et al. (2016) employed ML tech- niques to estimate historical lost sales and predict future demand for new products. For the application of consumer demand-level prediction, most of the research we reviewed used supervised learning technologies because learning consumer consumption prefer - ences requires historical data of consumers, and only clustering consumers is insuffi - cient to predict their consumption levels. Stock market ML applications in the stock market have"
Research paper-3.pdf,"the application of consumer demand-level prediction, most of the research we reviewed used supervised learning technologies because learning consumer consumption prefer - ences requires historical data of consumers, and only clustering consumers is insuffi - cient to predict their consumption levels. Stock market ML applications in the stock market have gained immense popularity, with the major - ity focusing on financial time series for stock price predictions. Table 4 summarizes the reviewed articles that employed ML methods in stock market studies, including refer - ences, research objectives, data sources, applied techniques, and journals. Investing in the stock market can be highly profitable but also entails risk. Therefore, investors always try to determine and estimate stock values before taking any action. Research - ers have mostly used ML techniques to predict stock prices (Bennett et al. 2022; Moon and Kim 2019). However, predicting stock values can be challenging due to the influ - ence of uncontrollable economic and political factors that make it difficult to identify future market trends. Additionally, financial time-series data are often noisy and non- stationary, rendering traditional forecasting methods less reliable for stock value pre - dictions. Researchers have explored ML in sentiment analysis to identify future trends in the stock market (Baba and Sevil 2021). Furthermore, other studies have focused on objectives such as algorithmic trading, portfolio management, and S&P 500 index trend prediction using ML techniques (Cuomo et al. 2022; Go and Hong 2019). Various ML techniques have been successfully applied for stock price predictions. Fis - cher and Krauss (2018) applied LSTM networks to predict the out-of-sample directional movements of the constituent stocks of the S&P 500 from 1992 to 2015, demonstrating Page 20 of 35Gao et al. Financial Innovation (2024) 10:86 Table 4 Machine learning techniques in the stock market References Research issues"
Research paper-3.pdf,"Fis - cher and Krauss (2018) applied LSTM networks to predict the out-of-sample directional movements of the constituent stocks of the S&P 500 from 1992 to 2015, demonstrating Page 20 of 35Gao et al. Financial Innovation (2024) 10:86 Table 4 Machine learning techniques in the stock market References Research issues Data source Machine learning techniques Journal Wang et al. (2020) Portfolio Manage‑ ment Stock data from the UK Stock Exchange 100 Index LSTM, SVM, DNN Expert Systems with Applications Lei. (2020) Algorithmic Trading Day‑level real trans‑ action data of U.S. stocks RL Expert Systems with Applications Vo et al. (2019) Socially Responsible Investments Financial stock prices and public ESG rating LSTM Decision Support Systems Sabeena and Ven‑ kata (2019) Stock Price Predic‑ tion Online news data RNN, CNN International Journal of Engineering and Advanced Technol‑ ogy Goncalves et al. (2019) Stock Price Predic‑ tion Betfair betting exchange CNN, DNNC, LSTM Information Econom‑ ics and Policy Moews et al. (2019) Stock Price Predic‑ tion Stock market infor‑ mation DNN Expert Systems with Applications Song et al. (2019) Stock Price Predic‑ tion Stock price data DNN Applied Intelligence Long et al. (2019) Stock Price Predic‑ tion Financial time series CNN, RNN Knowledge‑Based Systems Tashiro et al. (2019) Stock Price Predic‑ tion Tokyo Stock Exchange CNN Quantitative Finance Sirignano and Cont (2019) Stock Price Predic‑ tion Financial time series LSTM Quantitative Finance Weng et al. (2018) Stock Price Predic‑ tion Time series stock market data SVR, Random Forest Expert Systems with Applications Sohangir et al. (2018) Sentiment Analysis Social media CNN, LSTM Journal of Big Data Fischer and Krauss (2018) Stock Price Predic‑ tion S&P 500 index LSTM, RF, DNN European Journal of Operational Research Yan and Ouyang (2018) Stock Price Predic‑ tion Shanghai Composite Index LSTM, SVM, kNN Wireless Personal Communications Kim"
Research paper-3.pdf,"et al. (2018) Sentiment Analysis Social media CNN, LSTM Journal of Big Data Fischer and Krauss (2018) Stock Price Predic‑ tion S&P 500 index LSTM, RF, DNN European Journal of Operational Research Yan and Ouyang (2018) Stock Price Predic‑ tion Shanghai Composite Index LSTM, SVM, kNN Wireless Personal Communications Kim et al. (2018) Stock Price Predic‑ tion Financial time series Multi‑Agent Col‑ laborated Network International Journal of Grid and Distrib‑ uted Computing Chong et al. (2017) Stock Price Predic‑ tion Stock market in South Korea DNN Expert Systems with Applications Dingli and Fournier (2017) Stock Price Predic‑ tion Financial time series CNN International Journal of Machine Learning and Computing Singh and Srivastava (2017) Stock Price Predic‑ tion Financial time series DNN Multimedia Tools and Applications Bao et al. (2017) Stock Price Predic‑ tion Stock indices LSTM PLoS One Ahmadi et al. (2018) Stock Price Predic‑ tion Financial time series SVM Expert Systems with Applications Johari et al. (2018) Stock Price Predic‑ tion Financial time series SVM International Journal of Engineering & Technology Wu et al. (2021) Hedge Fund Return Prediction Individual hedge funds LASSO, Random Forest, Gradient Boosting, DNN Management Science Bianchi et al. (2021) Bond Risk Premiums Zero‑coupon Treasury yield curve data set Regression Tree, DNN The Review of Finan‑ cial StudiesPage 21 of 35 Gao et al. Financial Innovation (2024) 10:86 that LSTM networks outperform memory-free classification methods. Wu et al. (2021) applied LASSO, random forest, gradient boosting, and a DNN to cross-sectional return predictions in hedge fund selection and found that ML techniques significantly out - performed four styles of hedge fund research indices in almost all situations. Bao et al. (2017) fed high-level denoising features into the LSTM to forecast the next day’s clos - ing price. Sabeena and Venkata (2019) proposed a modified adversarial-network-based framework"
Research paper-3.pdf,"selection and found that ML techniques significantly out - performed four styles of hedge fund research indices in almost all situations. Bao et al. (2017) fed high-level denoising features into the LSTM to forecast the next day’s clos - ing price. Sabeena and Venkata (2019) proposed a modified adversarial-network-based framework that integrated a gated recurrent unit and a CNN to acquire data from online financial sites and processed the obtained information using an adversarial network to generate predictions. Song et al. (2019) used deep learning methods to predict future stock prices. Sohangir et al. (2018) applied several NN models to stock market opin - ions posted on StockTwits to determine whether deep learning models could be adapted to improve the performance of sentiment analysis on StockTwits. Bianchi et al. (2021) showed that extreme trees and NNs provide strong statistical evidence in favor of bond return predictability. Vo et al. (2019) proposed a deep responsible investment portfolio model containing an LSTM network to predict stock returns. All of these stock price applications use supervised learning techniques and financial time-series data to super - vise learning. In contrast, it is challenging to apply unsupervised learning methods, par - ticularly clustering, in this domain (Chullamonthon and Tangamchit 2023). However, RL still has certain applications in the stock markets. Lei (2020) combined deep learning and RL models to develop a time-driven, feature-aware joint deep RL model for financial time-series forecasting in algorithmic trading, thus demonstrating the potential of RL in this domain. Additionally, the evidence suggests that hybrid LSTM methods can outperform other single-supervised ML methods in certain scenarios. Thus, in applying ML to the stock market, researchers have explored the combination of LSTM with different methods to develop hybrid models for improved performance. For instance, Tamura et al. (2018) used LSTM to predict"
Research paper-3.pdf,"evidence suggests that hybrid LSTM methods can outperform other single-supervised ML methods in certain scenarios. Thus, in applying ML to the stock market, researchers have explored the combination of LSTM with different methods to develop hybrid models for improved performance. For instance, Tamura et al. (2018) used LSTM to predict stock prices and reported that the accuracy test results outper - formed those of other models, indicating the effectiveness of the hybrid LSTM approach in stock price prediction. Researchers have explored various hybrid approaches that combine wavelet trans - forms and LSTM with other techniques to predict stock prices and financial time series. Bao et al. (2017) established a new method for predicting stock prices that integrated wavelet transforms, stacked autoencoders, and LSTM. In the first stage, they eliminate noise to decompose the stock price time series. In the next stage, predictive features for the stock price are created. Finally, LSTM is applied to predict the next day’s closing price based on the features of the previous stage. The authors claimed that their model outperformed state-of-the-art models in terms of predictive accuracy and profitability. To address the non-linearity and non-stationary characteristics of financial time series, Yan and Ouyang (2018) integrated wavelet analysis with LSTM to forecast the daily Table 4 (continued) References Research issues Data source Machine learning techniques Journal Gu et al. (2020) Asset Pricing S&P 500 Liner Regression, DNN The Review of Finan‑ cial StudiesPage 22 of 35Gao et al. Financial Innovation (2024) 10:86 closing price of the Shanghai Composite Index. Their proposed model outperformed multiple layer perceptron, SVM, and KNN with respect to finding patterns in financial time-series data. Fang et al. (2019) developed a methodology to predict exchange trade– fund option prices by integrating LSTM with support vector regression (SVR). They used two LSTM-SVR models to"
Research paper-3.pdf,"Shanghai Composite Index. Their proposed model outperformed multiple layer perceptron, SVM, and KNN with respect to finding patterns in financial time-series data. Fang et al. (2019) developed a methodology to predict exchange trade– fund option prices by integrating LSTM with support vector regression (SVR). They used two LSTM-SVR models to model the final transaction price. In the second genera - tion of LSTM-SVR, the hidden state vectors of the LSTM and the seven factors affecting the option price were considered as SVR inputs. Their proposed model outperformed other methods, including LSTM and RF, in predicting option prices. E‑commerce Online shopping, which allows users to purchase products from companies via the Inter- net, falls under the umbrella of e-commerce. In today’s rapidly evolving online shopping landscape, companies employ effective methods to recognize their buyers’ purchasing patterns, thereby enhancing their overall client experience. Customer reviews play a crucial role in this process as they are not only utilized by companies to improve their products and services but also by customers to assess the quality of a product and make informed purchase decisions (Da et al. 2022). Consequently, the decision-making pro - cess is significantly improved through analysis of reviews that provide valuable insights to customers. Traditionally, enterprises’ e-commerce strategic planning involves assessing the per - formance of organizational e-commerce adoption behavior at the strategic level. In this context, the decision-making process exhibits typical behavioral characteristics. With regard to organizations’ adoption of technology, it is important to note that the entity adopting the technology is no longer an individual but the organization as a whole. However, technology adoption decisions are still made by people within an organiza - tion, and these decisions are influenced by individual cognitive factors (Zha et al. 2021). Individuals involved in the decision-making process have their own perspectives, beliefs,"
Research paper-3.pdf,"technology is no longer an individual but the organization as a whole. However, technology adoption decisions are still made by people within an organiza - tion, and these decisions are influenced by individual cognitive factors (Zha et al. 2021). Individuals involved in the decision-making process have their own perspectives, beliefs, and cognitive biases, which can significantly impact an organization’s technology adop - tion choices and strategies (Li et al. 2019; Xu et al. 2021). Therefore, the behavioral per - spective of technology acceptance provides a new perspective for e-commerce strategic planning research. With the development of ML, research on technology acceptance has been hindered by the limitations of traditional strategic e-commerce planning. Different general models of information technology acceptance behaviors are commonly explored. Table 5 provides a summary of the aforementioned studies. Cui et al. (2021) con - structed an e-commerce product marketing model based on an SVM to improve the marketing effects of e-commerce products. Pang and Zhang (2021) built an SVM model to more effectively solve the decision support problem of e-commerce strategic plan - ning. To increase buyers’ trust in the quality of the products and encourage online pur - chases, Saravanan and Charanya (2018) designed an algorithm that categorizes products based on several criteria, including reviews and ratings from other users. They proposed a hybrid feature-extraction method using an SVM to classify and separate products based on their features, best product ratings, and positive reviews. Wang et al. (2018a , b, c) employed LSTM to improve the effectiveness and efficiency of mapping customer requirements to design parameters. The results of their model revealed the superior per- formance of the RNN over the KNN. Xu et al. (2019) designed an advanced credit risk Page 23 of 35 Gao et al. Financial Innovation (2024) 10:86 evaluation system for"
